City,State,Name,Price,Rating,Reviews,Lat,Lng,Price(Scale)
New York,New York,Angel's Share,$$,4.5,1953,40.72970975,-73.98914922,2
New York,New York,Raines Law Room,$$$,4.5,1323,40.73869,-73.99462,3
New York,New York,Please Don't Tell,$$$,4,1628,40.727098,-73.983763,3
New York,New York,Patent Pending,$$$,4,102,40.74526,-73.99032,3
New York,New York,Attaboy,$$$,4,457,40.7188874,-73.9913351,3
New York,New York,The 18th Room,$$$,4.5,23,40.74364,-74.00318,3
New York,New York,Apothèke,$$$,4,1349,40.71439,-73.99815,3
New York,New York,Bathtub Gin,$$$,3.5,857,40.74367236,-74.00333762,3
New York,New York,The Hidden Pearl,$$,4.5,20,40.72355,-73.95092,2
New York,New York,Nitecap,$$,4,274,40.719125,-73.985732,2
New York,New York,Death & Co,$$$,4,1387,40.72589,-73.9847,3
New York,New York,Little Branch,$$$,4,1001,40.73013,-74.005058,3
New York,New York,Dear Irving,$$$,4.5,563,40.7360569,-73.9872401,3
New York,New York,The Back Room,$$,3.5,800,40.71873,-73.98691,2
New York,New York,The Up & Up,$$,4,350,40.72951044,-74.00066934,2
New York,New York,Employees Only,$$$,4,1354,40.73343,-74.00607,3
New York,New York,Raines Law Room at the William,$$,4,292,40.75058,-73.98018,2
New York,New York,Le Boudoir,$$,4,49,40.6906942,-73.9955284,2
New York,New York,Garfunkel's,$$,4.5,158,40.71941,-73.98501,2
New York,New York,The 75 Club,$$,4.5,24,40.71483,-74.01054,2
New York,New York,The Last Word,$$,4,180,40.7755735,-73.9101652,2
New York,New York,The Ship,$$,4,265,40.7198443,-73.99947,2
New York,New York,Straylight,$$,4.5,18,40.71461,-73.99939,2
New York,New York,The Dead Rabbit,$$,4,1293,40.70329,-74.01102,2
New York,New York,Manhattan Cricket Club,$$$,4,91,40.7833619,-73.979579,3
New York,New York,Featherweight,$$,4.5,124,40.7063167,-73.9432119,2
New York,New York,Sugar East,$$,4,61,40.7614,-73.9609,2
New York,New York,Fig. 19,$$,4,206,40.7195117,-73.9935397,2
New York,New York,House Of Wax,$$,4,63,40.6912509,-73.9832589,2
New York,New York,The Notorious NY - Soho, ,4,5,40.7213492,-73.9977246,1
New York,New York,Holy Ground, ,4.5,28,40.71601,-74.00859,1
New York,New York,The Auction House,$$,3.5,396,40.77962191,-73.95014797,2
New York,New York,Lovers of Today,$$,4,229,40.72583389,-73.98337555,2
New York,New York,Basement, ,5,9,40.71526,-73.99883,1
New York,New York,Tanner Smiths,$$,4,1281,40.76442,-73.98169,2
New York,New York,Mezcaleria La Milagrosa,$$,4,17,40.71172,-73.95734,2
New York,New York,The George Washington Bar, ,4.5,7,40.7396337,-73.98458773,1
New York,New York,Slowly Shirley,$$,3.5,86,40.73474009,-73.99958517,2
New York,New York,The Tippler,$$,4,603,40.74235409,-74.00633987,2
New York,New York,Barely Disfigured,$$$,4.5,35,40.68309,-73.9928,3
New York,New York,Middle Branch,$$,4,346,40.74528885,-73.97946167,2
New York,New York,The Garret,$$,3.5,202,40.73238,-74.0038457,2
New York,New York,Alley Cat Amateur Theatre, ,4,21,40.71127676,-74.00694563,1
New York,New York,2nd Floor Bar & Essen,$$$,4.5,31,40.76954,-73.95436,3
New York,New York,Dutch Kills,$$,4,696,40.747615,-73.940159,2
New York,New York,Blue Quarter, ,4.5,14,40.72697,-73.98863,1
New York,New York,Banzarbar,$$$,5,15,40.72196225,-73.99246696,3
New York,New York,Hold Fast Kitchen and Spirits,$$,5,100,40.76054,-73.99031,2
New York,New York,Lantern's Keep,$$$,4,184,40.75585436,-73.98201536,3
New York,New York,Yours Sincerely,$$,4.5,57,40.7028639,-73.9291502,2
Los Angeles,California,The Varnish,$$,4,1125,34.04489316,-118.249797,2
Los Angeles,California,Sunset & Vinyl,$$,4.5,62,34.0983462,-118.3267978,2
Los Angeles,California,The Speakeasy,$$,4,382,34.1463714,-118.1490924,2
Los Angeles,California,The Rendition Room,$$,5,121,34.14884,-118.37931,2
Los Angeles,California,Birds & Bees,$$,4,227,34.05234,-118.24723,2
Los Angeles,California,Blind Barber,$$,4,783,34.01586156,-118.4068836,2
Los Angeles,California,The Know Where Bar,$$,4.5,191,34.10148,-118.3127424,2
Los Angeles,California,No Vacancy,$$,3.5,591,34.10224035,-118.3325176,2
Los Angeles,California,Next Door Lounge,$$,4,982,34.092322,-118.3383862,2
Los Angeles,California,Paper Tiger Bar,$$,4.5,111,34.0761251,-118.30877,2
Los Angeles,California,Room 31,$$,5,90,34.13872714,-118.2133131,2
Los Angeles,California,The Roger Room,$$,4,493,34.07795,-118.3764751,2
Los Angeles,California,The Edison,$$$,4,2861,34.05103821,-118.245014,3
Los Angeles,California,Black Rabbit Rose,$$,4,212,34.10206632,-118.3321143,2
Los Angeles,California,R Bar,$$,4,587,34.0578538,-118.301083,2
Los Angeles,California,Employees Only,$$,4,106,34.09100091,-118.3631456,2
Los Angeles,California,Melrose Station,$$,4,78,34.083469,-118.3510004,2
Los Angeles,California,The Burrow,$$,5,106,34.0467477,-118.2607696,2
Los Angeles,California,The Walker Inn,$$$,4,117,34.0634307,-118.3008552,3
Los Angeles,California,Lock & Key,$$,3.5,928,34.06936,-118.29197,2
Los Angeles,California,Good Times at Davey Wayne's,$$,3.5,1118,34.100235,-118.323966,2
Los Angeles,California,Bar Jackalope,$$$,4.5,88,34.04711,-118.25581,3
Los Angeles,California,The Exhibition Room,$$,4,279,33.819134,-118.178189,2
Los Angeles,California,Apothéke,$$$,4,119,34.06991,-118.22545,3
Los Angeles,California,The Slipper Clutch,$,4,66,34.04998,-118.24936,1
Los Angeles,California,Break Room 86,$$,3,520,34.06227393,-118.3012287,2
Los Angeles,California,Bibo Ergo Sum,$$,4.5,71,34.07599,-118.38316,2
Los Angeles,California,The Love Song Bar,$$,4,135,34.04720619,-118.2480068,2
Los Angeles,California,The BoardRoom,$$,3.5,66,34.05735,-118.24816,2
Los Angeles,California,Rhythm Room LA,$$,4.5,184,34.04604204,-118.2511996,2
Los Angeles,California,Genever,$$,4.5,41,34.07227029,-118.2828883,2
Los Angeles,California,Sassafras,$$,4,585,34.0936401,-118.3267649,2
Los Angeles,California,The Wellesbourne,$$,4,873,34.0393847,-118.4303922,2
Los Angeles,California,The Normandie Club,$$,4,227,34.0633928,-118.3009632,2
Los Angeles,California,The Blind Rabbit,$$,4.5,1519,33.83139132,-117.9124039,2
Los Angeles,California,Dirty Laundry Bar,$$,3.5,175,34.1023201,-118.3321402,2
Los Angeles,California,Big Lucky,$$,5,28,34.08841,-118.37783,2
Los Angeles,California,The Velvet Lounge,$$,4.5,24,34.0238113,-118.3941727,2
Los Angeles,California,No Name,$$$,4,89,34.07919,-118.36114,3
Los Angeles,California,Melrose Umbrella,$$,4.5,414,34.0837743,-118.3526553,2
Los Angeles,California,Songbird Cafe, ,5,2,34.0643,-118.23661,1
Los Angeles,California,Pour Vous,$$,4,377,34.08327,-118.32242,2
Los Angeles,California,Blue Collar,$$,4,209,34.0703556,-118.3615349,2
Los Angeles,California,Seventy7 North,$$,4,80,34.142513,-118.4057724,2
Los Angeles,California,Burgundy Room,$$,4,281,34.10035441,-118.3297388,2
Los Angeles,California,La Descarga,$$,4,907,34.09208,-118.30956,2
Los Angeles,California,Old Lightning,$$$$,4.5,53,33.98826,-118.45146,4
Los Angeles,California,Good Housekeeping HLP,$$,4.5,43,34.1094619,-118.1930707,2
Los Angeles,California,Adults Only,$$,3.5,151,34.09853304,-118.3435668,2
Los Angeles,California,Here & Now, ,4.5,11,34.04378285,-118.2325357,1
Chicago,Illinois,The Library,$$,4.5,94,41.889395,-87.635401,2
Chicago,Illinois,The Violet Hour,$$,4,2077,41.909095,-87.677829,2
Chicago,Illinois,The Drifter Chicago,$$,4,192,41.89456,-87.63741,2
Chicago,Illinois,The Office,$$$$,4.5,210,41.8866214,-87.6514653,4
Chicago,Illinois,Room 13,$$,4,10,41.94065,-87.65452,2
Chicago,Illinois,The Ladies' Room,$$$,4.5,30,41.9319451,-87.7018058,3
Chicago,Illinois,Bordel,$$,4,134,41.90298,-87.67079,2
Chicago,Illinois,Watershed,$$,4,381,41.8926001,-87.6279651,2
Chicago,Illinois,Drawing Room,$$,4,57,41.881664,-87.624969,2
Chicago,Illinois,Chicago Magic Lounge, ,5,177,41.97398608,-87.66828528,1
Chicago,Illinois,Milk Room,$$$$,4.5,58,41.88165,-87.62501,4
Chicago,Illinois,Three Dots and a Dash,$$,4,2672,41.89043913,-87.63060274,2
Chicago,Illinois,The Victor Bar,$$,4.5,119,41.9544934,-87.6785759,2
Chicago,Illinois,Brando's Speakeasy,$$,4,374,41.87713,-87.629,2
Chicago,Illinois,the Albert,$$$,4.5,154,41.89368,-87.62148,3
Chicago,Illinois,The Heavy Feather,$$,4,65,41.92421722,-87.69893646,2
Chicago,Illinois,The Berkshire Room,$$,4,321,41.89226,-87.627502,2
Chicago,Illinois,Fox Bar,$$,4,66,41.88365824,-87.64829203,2
Chicago,Illinois,The Franklin Room,$$,4,449,41.8944245,-87.6354674,2
Chicago,Illinois,The Barrelhouse Flat,$$,4,474,41.92945,-87.65478,2
Chicago,Illinois,The Aviary,$$$$,4,1240,41.88653048,-87.65205442,4
Chicago,Illinois,Lower Broadway,$$,4.5,6,41.9396724,-87.6442095,2
Chicago,Illinois,Dorian's, ,4.5,3,41.91042572,-87.67668266,1
Chicago,Illinois,Vol. 39,$$$,4.5,70,41.88087,-87.63175,3
Chicago,Illinois,Todos Santos,$$,4.5,15,41.9265,-87.6978,2
Chicago,Illinois,Bassment,$$$,4,116,41.889817,-87.637859,3
Chicago,Illinois,The Whistler,$$,4,580,41.92544,-87.70095,2
Chicago,Illinois,Tinker to Evers, ,4,2,41.94547,-87.65482,1
Chicago,Illinois,Sparrow,$$,4.5,135,41.90338,-87.62919,2
Chicago,Illinois,Backdoor Saloon,$$,4,20,41.88466,-87.64923,2
Chicago,Illinois,Green Door Tavern,$$,4,407,41.89462151,-87.63736527,2
Chicago,Illinois,Blind Barber,$$,3.5,55,41.88696,-87.65188,2
Chicago,Illinois,Broken Shaker Chicago,$$,4,311,41.89233,-87.62727,2
Chicago,Illinois,SafeHouse Chicago,$$,4,752,41.89347614,-87.62596664,2
Chicago,Illinois,Devereaux,$$$,4.5,53,41.90241,-87.6289,3
Chicago,Illinois,Spilt Milk,$$,4,68,41.92500954,-87.69724458,2
Chicago,Illinois,The Hideout,$,4,218,41.91387,-87.66254,1
Chicago,Illinois,Booze Box,$$,4,135,41.88415137,-87.64844788,2
Chicago,Illinois,Coco Club,$$,5,4,41.80833,-87.70844,2
Chicago,Illinois,The Sixth,$$,4,187,41.96877076,-87.68434569,2
Chicago,Illinois,Union Full Board, ,4.5,24,41.94547,-87.65482,1
Chicago,Illinois,Tack Room,$$,4.5,39,41.85763362,-87.65727704,2
Chicago,Illinois,Suite Lounge,$$,4,252,41.90902,-87.635,2
Chicago,Illinois,Bourbon 'N Brass, ,5,10,42.0483551,-87.6861988,1
Chicago,Illinois,Green Mill,$$,4,850,41.969175,-87.65974048,2
Chicago,Illinois,Ward Eight,$$,4.5,186,42.0195549,-87.6797347,2
Chicago,Illinois,The Front Room Chicago,$$$,4,24,41.88466,-87.64923,3
Chicago,Illinois,La Roccia, ,4.5,15,41.9170497,-87.6367863,1
Chicago,Illinois,Queen Mary Tavern,$$,4.5,71,41.90283,-87.68073,2
Chicago,Illinois,MONEYGUN,$$,4,161,41.88585272,-87.6451153,2
Miami,Florida,Prohibition Restaurant and Speakeasy,$$,4,711,25.8083854,-80.1955203,2
Miami,Florida,Employees Only,$$$,4.5,172,25.78125,-80.13312,3
Miami,Florida,Mercado Negro,$$,4.5,12,25.7037193,-80.2878319,2
Miami,Florida,Copper 29 Bar,$$,4,239,25.74922,-80.25895,2
Miami,Florida,Bodega,$$,4,1480,25.7886732,-80.1416061,2
Miami,Florida,Lost Boy,$$,4.5,33,25.7743319,-80.1908109,2
Miami,Florida,Le Chick Miami,$$,4.5,218,25.79992,-80.20051,2
Miami,Florida,Bar Nancy,$$,4.5,116,25.76576,-80.22827,2
Miami,Florida,Regent Cocktail Club,$$,4,155,25.79214,-80.13026,2
Miami,Florida,Beaker & Gray,$$,4.5,946,25.80233,-80.19473,2
Miami,Florida,1306 Miami,$$,4,28,25.787263,-80.19432,2
Miami,Florida,The Corner,$$,4,228,25.78451,-80.1938,2
Miami,Florida,The Hideaway,$$,4.5,11,26.11963,-80.1443,2
Miami,Florida,Foxhole,$$,3.5,177,25.78623728,-80.14140125,2
Miami,Florida,House of Food Porn, ,5,21,25.83263199,-80.20010738,1
Miami,Florida,Roll It and Smoke It,$,5,4,25.77400891,-80.19271196,1
Miami,Florida,Broken Shaker Miami,$$,4,928,25.80457645,-80.12637114,2
Miami,Florida,Monkitail,$$$,4.5,305,25.99124,-80.11785,3
Miami,Florida,Blind Pig Miami,$$,3,23,25.78813,-80.19365,2
Miami,Florida,Le Chat Noir,$$,3.5,121,25.774202,-80.193598,2
Miami,Florida,Apothecary 330,$$,4,135,26.11979,-80.14711,2
Miami,Florida,The Arketekt by Aficionados,$$,4.5,102,25.76163,-80.1903,2
Miami,Florida,Ball & Chain,$$,4,761,25.7658393,-80.2198453,2
Miami,Florida,Miami Mojito Company,$$,4,121,25.8009749,-80.1989281,2
Miami,Florida,The Mighty,$$,4.5,202,25.75040124,-80.23086494,2
Miami,Florida,Better Days,$$,3.5,131,25.768413,-80.190695,2
Miami,Florida,Sugar,$$$,3,340,25.7660323,-80.1922549,3
Miami,Florida,Amelia's 1931,$$,4.5,233,25.74451,-80.41568,2
Miami,Florida,O Cinema Wynwood,$,4.5,146,25.80362,-80.1968799,1
Miami,Florida,Biltmore Bar,$$$,4,20,25.740819,-80.2795994,3
Miami,Florida,El Carajo International Tapas & Wines,$$,4,415,25.74663098,-80.22155043,2
Miami,Florida,Astor Social Club,$$$,4.5,18,25.78049,-80.13324,3
Miami,Florida,Phuc Yea,$$,3.5,333,25.840456,-80.184568,2
Miami,Florida,Stache Drinking Den + Coffee Bar,$$,4,192,26.12111,-80.14608,2
Miami,Florida,Bay Club,$$,4.5,41,25.795197,-80.143984,2
Miami,Florida,Sherwoods Bistro & Bar,$$,4.5,169,25.85127,-80.19258,2
Miami,Florida,Sweet Liberty Drinks & Supply Company,$$,4.5,443,25.79611,-80.1297699,2
Miami,Florida,El Tucán,$$$$,3.5,172,25.763335,-80.194854,4
Miami,Florida,The Wilder,$$$,4.5,71,26.12279,-80.13591,3
Miami,Florida,Lagniappe,$$,4.5,731,25.80908012,-80.19116211,2
Miami,Florida,Jezebel,$$,4,22,25.79335,-80.13491,2
Miami,Florida,The Betsy Hotel,$$$,4,156,25.78652,-80.12983,3
Miami,Florida,Drunken Dragon,$$$,3.5,530,25.78604,-80.14145,3
Miami,Florida,Living Room - Faena Hotel Miami Beach,$$$$,3.5,16,25.80724139,-80.12405396,4
Miami,Florida,Taurus,$$,3.5,125,25.724872,-80.245407,2
Miami,Florida,Tacocraft Taqueria & Tequila Bar,$$,3.5,495,25.70375,-80.28773,2
Miami,Florida,The Cape,$$,4.5,30,25.79526,-80.12884,2
Miami,Florida,Cafe Catula,$$,4,146,25.70298,-80.33463,2
Miami,Florida,Le Tub,$$,3,1179,26.01847,-80.11734,2
Miami,Florida,Abbey Brewing Company,$$,4.5,362,25.789035,-80.1403678,2
Dallas,Texas,Atwater,$$,4.5,72,32.8268975,-96.7847649,2
Dallas,Texas,High and Tight Barbershop,$$,4,140,32.784041,-96.7841679,2
Dallas,Texas,Parliament,$$,4.5,424,32.797867,-96.798463,2
Dallas,Texas,Black Swan Saloon,$$,4.5,215,32.7843597,-96.7845169,2
Dallas,Texas,The Library,$$$,4,135,32.8090635,-96.8092759,3
Dallas,Texas,Bourbon & Banter,$$,4,80,32.78035461,-96.79504875,2
Dallas,Texas,Midnight Rambler,$$,4,174,32.7807376,-96.7984467,2
Dallas,Texas,Confetti Eddie's Magic Palor, ,4.5,6,32.7823757,-96.7676555,1
Dallas,Texas,Smithy,$$,4.5,140,32.82095,-96.78556,2
Dallas,Texas,WaterProof,$$$,4,32,32.78044,-96.79483,3
Dallas,Texas,Jettison,$$,4.5,36,32.769263,-96.835511,2
Dallas,Texas,Leela's Wine Bar,$$,4,30,32.81332577,-96.77005012,2
Dallas,Texas,Truth & Alibi,$$,2.5,135,32.78402,-96.78577,2
Dallas,Texas,Lounge Here,$$,4.5,109,32.82774,-96.70886,2
Dallas,Texas,Izkina, ,4,14,32.78493,-96.78352,1
Dallas,Texas,The Quixotic World Theatre House, ,5,73,32.7840177,-96.7822748,1
Dallas,Texas,Brick & Bones,$$,4.5,150,32.78463999,-96.78402564,2
Dallas,Texas,3 Eleven Kitchen & Cocktails,$$,4.5,140,32.78093973,-96.8067833,2
Dallas,Texas,Armoury DE,$$,4.5,263,32.7844633,-96.78406666,2
Dallas,Texas,The Woolworth,$$,4,644,32.781324,-96.798692,2
Dallas,Texas,The Balcony Club,$$,4,142,32.81206078,-96.75329133,2
Dallas,Texas,Bowen House,$$,4,189,32.7979714,-96.80195399,2
Dallas,Texas,Candleroom,$$$,3.5,90,32.82049,-96.78537,3
Dallas,Texas,Windmill Lounge,$,4,95,32.81833,-96.83229,1
Dallas,Texas,Tiny Victories,$$,4,36,32.74976,-96.8374451,2
Dallas,Texas,Texas Theatre,$$,4.5,81,32.74355,-96.825836,2
Dallas,Texas,ORNO,$$,4.5,83,32.81045156,-96.81042333,2
Dallas,Texas,"The Joule, Dallas",$$$,4,227,32.78057,-96.79839,3
Dallas,Texas,The Big Top, ,5,1,32.8103884,-96.810662,1
Dallas,Texas,Ron's Place,$$,4,76,32.95461448,-96.84035326,2
Dallas,Texas,Parker Barrows,$$,4,65,32.74938571,-96.82824688,2
Dallas,Texas,Henry's Majestic,$$,3.5,459,32.82696343,-96.7850896,2
Dallas,Texas,Barbara's Pavillion,$,4,27,32.7423859,-96.8275681,1
Dallas,Texas,Pane Vino Osteria,$$,4.5,232,32.95348,-96.82443,2
Dallas,Texas,The Standard Pour,$$,3.5,366,32.799711,-96.800634,2
Dallas,Texas,Social Pie,$$,4.5,242,32.82236,-96.83822,2
Dallas,Texas,Frankie's Downtown,$$,4,342,32.78037653,-96.800864,2
Dallas,Texas,Table 13,$$$,4,295,32.95365,-96.82930517,3
Dallas,Texas,The Cedars Social,$$,3.5,608,32.76816,-96.79559,2
Dallas,Texas,Bar 828 Pop Up Bar,$,3.5,3,32.749237,-96.836807,1
Dallas,Texas,Stadium Cafe,$,3.5,52,32.9538651,-96.828776,1
Dallas,Texas,Bottled In Bond Cocktail Parlour & Kitchen,$$,4,133,33.12172829,-96.82321278,2
Dallas,Texas,St Martin's Wine Bistro,$$$,4.5,332,32.8256607,-96.7700272,3
Dallas,Texas,Prohibition Chicken,$$,3.5,214,33.04742705,-96.99678271,2
Dallas,Texas,The Rustic,$$,3.5,1144,32.80490633,-96.79420752,2
Dallas,Texas,Ten Bells Tavern,$$,4,263,32.748695,-96.825974,2
Dallas,Texas,Great Scott Restaurant,$$,4.5,191,32.9230193,-97.08707929,2
Dallas,Texas,The Mitchell,$$,4,93,32.78009323,-96.80025912,2
Dallas,Texas,Highway 61 South, ,3.5,9,32.8745728,-96.943892,1
Dallas,Texas,Full Circle Tavern,$$,4,273,32.76829,-96.7966,2
Philadelphia,Pennsylvania,The Franklin Mortgage & Investment Company,$$$,4,766,39.951299,-75.170682,3
Philadelphia,Pennsylvania,Hop Sing Laundromat,$$,4,716,39.9556427,-75.1568527,2
Philadelphia,Pennsylvania,The Ranstead Room,$$$,4,427,39.95265448,-75.17393079,3
Philadelphia,Pennsylvania,1 Tippling Place,$$,4,270,39.951859,-75.173882,2
Philadelphia,Pennsylvania,The Library Bar,$$$,4,35,39.949901,-75.173049,3
Philadelphia,Pennsylvania,Charlie Was a Sinner,$$,4,753,39.9495,-75.16176,2
Philadelphia,Pennsylvania,Fiume,$$,4.5,153,39.95415,-75.2116099,2
Philadelphia,Pennsylvania,Writer's Block Rehab,$$,4,124,39.94635427,-75.16352592,2
Philadelphia,Pennsylvania,Raven Lounge,$$,4,202,39.95065,-75.16958,2
Philadelphia,Pennsylvania,Graffiti Bar,$$,4,288,39.9495667,-75.1623991,2
Philadelphia,Pennsylvania,Stotesbury Mansion, ,4.5,23,39.95076,-75.17346,1
Philadelphia,Pennsylvania,Aqua Vitae Institute, ,5,17,39.95659256,-75.1678009,1
Philadelphia,Pennsylvania,The Trestle Inn,$$,4,186,39.9588257,-75.1566756,2
Philadelphia,Pennsylvania,Vesper Sporting Club - Center City,$$,3.5,125,39.9489408,-75.1668194,2
Philadelphia,Pennsylvania,Hummingbird To Mars,$$,4,52,39.75752,-75.56231,2
Philadelphia,Pennsylvania,The Thirsty Soul, ,4,16,39.925108,-75.172754,1
Philadelphia,Pennsylvania,Talk, ,4,29,39.95105,-75.17655,1
Philadelphia,Pennsylvania,Double Knot,$$,4,653,39.94967831,-75.16202619,2
Philadelphia,Pennsylvania,Sassafras Bar,$$,4,293,39.948832,-75.144063,2
Philadelphia,Pennsylvania,Bok Bar,$$,4,163,39.9255095,-75.159212,2
Philadelphia,Pennsylvania,The Upstairs Bar,$$,4,43,39.95129,-75.17068,2
Philadelphia,Pennsylvania,Village Whiskey,$$,4,1445,39.95141659,-75.17376779,2
Philadelphia,Pennsylvania,South,$$,4,289,39.96422,-75.16185,2
Philadelphia,Pennsylvania,Ruba Club,$$,3.5,37,39.96187118,-75.14593913,2
Philadelphia,Pennsylvania,Banh Mi and Bottles,$$,4,143,39.9421183,-75.15439589,2
Philadelphia,Pennsylvania,Royal Sushi & Izakaya,$$,4.5,165,39.93802,-75.14662,2
Philadelphia,Pennsylvania,Tell Me A Story, ,4.5,2,39.9531321,-75.1673584,1
Philadelphia,Pennsylvania,L'etage,$$,3,140,39.94128,-75.15268,2
Philadelphia,Pennsylvania,Franky Bradley's,$$,4,185,39.94853577,-75.16306485,2
Philadelphia,Pennsylvania,Philadelphia Distilling,$$,5,100,39.965684,-75.135418,2
Philadelphia,Pennsylvania,The Twisted Tail,$$,4,463,39.94178,-75.14513,2
Philadelphia,Pennsylvania,Doobies,$,4,153,39.94643,-75.17846,1
Philadelphia,Pennsylvania,Terror Behind the Walls, ,3.5,169,39.9673072,-75.1737505,1
Philadelphia,Pennsylvania,The Olde Bar,$$,3.5,185,39.94695556,-75.14420349,2
Philadelphia,Pennsylvania,Mask & Wig Club, ,4.5,14,39.94595,-75.16059,1
Philadelphia,Pennsylvania,SOMO Manayunk,$$,4,134,40.02509,-75.22218,2
Philadelphia,Pennsylvania,Dirty Franks,$,3.5,256,39.9454763,-75.1627451,1
Philadelphia,Pennsylvania,Dahlak,$$,3.5,134,39.94838715,-75.21736145,2
Philadelphia,Pennsylvania,Rogue's Gallery,$$,4,155,39.95307,-75.17496,2
Philadelphia,Pennsylvania,a.bar,$$,3.5,82,39.9502708,-75.1705139,2
Philadelphia,Pennsylvania,Alma de Cuba,$$$,4,1218,39.95011,-75.1685,3
Philadelphia,Pennsylvania,Dorsey's,$$,2.5,13,39.873096,-75.274879,2
Philadelphia,Pennsylvania,Wm Mulherin's Sons,$$$,4.5,420,39.97171021,-75.13506317,3
Philadelphia,Pennsylvania,Time,$$,4,498,39.95000015,-75.16255136,2
Philadelphia,Pennsylvania,Stratus Rooftop Lounge,$$$,3,212,39.94909848,-75.14907971,3
Philadelphia,Pennsylvania,Sancho Pistola's,$$,4,253,39.9688395,-75.1351413,2
Philadelphia,Pennsylvania,Rouge,$$$,4,416,39.949638,-75.170671,3
Philadelphia,Pennsylvania,Monk's Cafe,$$,4,2037,39.94771,-75.16827,2
Philadelphia,Pennsylvania,XIX Nineteen,$$$,3.5,569,39.949098,-75.164768,3
Philadelphia,Pennsylvania,Front Street Cafe,$$,4,450,39.96963028,-75.13593194,2
Houston,Texas,Tongue-Cut Sparrow,$$,4.5,74,29.7619988,-95.3612549,2
Houston,Texas,High & Dry,$$,4.5,47,29.76212,-95.36121,2
Houston,Texas,Marfreless,$$,4,91,29.7523335,-95.4085381,2
Houston,Texas,Moving Sidewalk,$$,4,121,29.76212692,-95.36122131,2
Houston,Texas,Houston Watch Co,$$,4.5,57,29.7635098,-95.3607178,2
Houston,Texas,KiKi Maroon's Burly Q Lounge,$$,5,6,29.75221,-95.35433,2
Houston,Texas,Nouveau Antique Art Venue,$$,4,252,29.74298,-95.37562,2
Houston,Texas,Captain Foxheart's Bad News Bar & Spirit Lodge,$$,3.5,260,29.76203817,-95.36117904,2
Houston,Texas,Public Services Wine & Whisky,$$,4.5,110,29.7633728,-95.3612154,2
Houston,Texas,Lilly & Bloom,$$,4.5,43,29.76347601,-95.3599555,2
Houston,Texas,Rosemont,$$,4,262,29.74508883,-95.39057217,2
Houston,Texas,The Noble Experiment,$$,4.5,25,29.5586,-95.36598,2
Houston,Texas,Dean's Downtown,$$,4,93,29.76180627,-95.36132321,2
Houston,Texas,Hearsay Market Square,$$,4,1471,29.763046,-95.3615717,2
Houston,Texas,Leon's Lounge,$$,4,151,29.744918,-95.373762,2
Houston,Texas,notsuoH,$,3.5,65,29.76192,-95.361367,1
Houston,Texas,Julep,$$,4,297,29.7676141,-95.3779718,2
Houston,Texas,Anvil Bar & Refuge,$$,4,886,29.74311,-95.39691,2
Houston,Texas,Ready Room, ,5,22,29.78189477,-95.38727261,1
Houston,Texas,HandleBar,$,4,29,29.77026765,-95.41416127,1
Houston,Texas,Rosewater,$$,4.5,71,29.58436369,-95.14706355,2
Houston,Texas,Wooster's Garden,$$,4.5,449,29.7414294,-95.37950764,2
Houston,Texas,Stone's Throw,$$,4,175,29.742622,-95.3966718,2
Houston,Texas,Foundation Room,$$$,4.5,55,29.7539291,-95.3640564,3
Houston,Texas,Axelrad,$$,4.5,815,29.73500824,-95.37482452,2
Houston,Texas,Grand Prize Bar,$,4,200,29.73037,-95.39164,1
Houston,Texas,Brixology Crafted Cocktails,$$,4.5,89,29.99435417,-95.57200412,2
Houston,Texas,Poison Girl,$,4,405,29.74254,-95.40109,1
Houston,Texas,Emmit's Place,$,4,15,29.65719,-95.46295,1
Houston,Texas,La Carafe,$$,4,201,29.76313,-95.36183,2
Houston,Texas,Bowl & Barrel,$$,3.5,101,29.77908603,-95.56184719,2
Houston,Texas,The Original OKRA Charity Saloon,$$,4,259,29.7623005,-95.3613281,2
Houston,Texas,Isles Eatery & Rhum Bar,$$,3.5,32,29.74914,-95.3643,2
Houston,Texas,MKT BAR,$$,4,514,29.7544629,-95.36143597,2
Houston,Texas,Hearsay on the Green,$$,4,342,29.752967,-95.361335,2
Houston,Texas,The Pass,$$$$,4,254,29.75893,-95.38559,4
Houston,Texas,Bosscat Kitchen & Libations,$$,4.5,699,29.7415934,-95.4511389,2
Houston,Texas,Preamble Lounge & Craft House,$$,4,144,29.527721,-95.127879,2
Houston,Texas,Last Concert Cafe,$$,4,160,29.76834,-95.35315,2
Houston,Texas,Sterling House,$$,4,136,29.745297,-95.381306,2
Houston,Texas,Komodo Pub,$,4,94,29.75306,-95.37729,1
Houston,Texas,Boheme,$$,3.5,829,29.747997,-95.386062,2
Houston,Texas,The Pastry War,$$,4,287,29.7620198,-95.36125991,2
Houston,Texas,The Hay Merchant,$$,4,935,29.74494,-95.39303,2
Houston,Texas,Sonoma Wine Bar & Restaurant,$$,4,214,29.7344229,-95.4208099,2
Houston,Texas,American Express Centurion Lounge,$,4.5,92,29.98802466,-95.33492948,1
Houston,Texas,Shay McElroy's Irish Pub,$,3.5,61,29.76060867,-95.36277008,1
Houston,Texas,The Sugar Refinery,$$,3.5,115,29.59654,-95.6205,2
Houston,Texas,Boondocks,$,3.5,145,29.74257,-95.39673,1
Houston,Texas,House of Blues - Music Venue,$$,3,541,29.7537235,-95.3638331,2
